ctrl,m1,m2,sim_time,log_time
0,,,0.03,2021-04-01 16:52:42
0,,,0.06,2021-04-01 16:52:48
0,,,0.08,2021-04-01 16:52:54
0,,,0.11,2021-04-01 16:53:01
0,0.01,,0.14,2021-04-01 16:53:06
0,0.028,,0.17,2021-04-01 16:53:12
0,0.044,,0.19,2021-04-01 16:53:19
0,0.056,,0.22,2021-04-01 16:53:25
0,0.067,,0.25,2021-04-01 16:53:30
0,0.075,,0.28,2021-04-01 16:53:38
0,0.196,,0.55,2021-04-01 16:54:41
0,0.328,,0.83,2021-04-01 16:55:43
0,0.466,,1.1,2021-04-01 16:56:48
0,0.623,,1.38,2021-04-01 16:57:51
0,0.762,,1.66,2021-04-01 16:58:52
0,0.895,,1.93,2021-04-01 16:59:57
0,1.03,,2.21,2021-04-01 17:01:04
0,1.157,,2.48,2021-04-01 17:02:07
0,1.29,,2.76,2021-04-01 17:03:11
0,2.636,,5.52,2021-04-01 17:13:56
0,3.949,,8.26,2021-04-01 17:24:53
0,5.115,,10.66,2021-04-01 17:35:46
0,6.18,,12.92,2021-04-01 17:46:43
0,7.403,,15.34,2021-04-01 17:57:44
0,8.618,,17.7,2021-04-01 18:08:42
0,9.686,,20.01,2021-04-01 18:20:02
0,10.775,,22.24,2021-04-01 18:31:13
0,11.94,,24.53,2021-04-01 18:42:00
0,12.91,,26.64,2021-04-01 18:52:59
0,13.966,,28.83,2021-04-01 19:04:03
0,14.934,,30.8,2021-04-01 19:15:07
0,15.855,,32.84,2021-04-01 19:26:13
0,16.944,,34.93,2021-04-01 19:37:21
0,17.877,,36.91,2021-04-01 19:48:29
0,19.015,,38.93,2021-04-01 19:59:42
0,19.684,,40.8,2021-04-01 20:10:46
0,21.705,,42.78,2021-04-01 20:21:42
0,23.861,,44.69,2021-04-01 20:32:48
0,25.884,,46.5,2021-04-01 20:43:56
0,28.103,,48.34,2021-04-01 20:54:44
0,29.828,,50.14,2021-04-01 21:05:55
0,32.114,,51.91,2021-04-01 21:16:52
0,34.333,,53.62,2021-04-01 21:27:41
0,36.631,,55.39,2021-04-01 21:38:37
0,37.956,,56.93,2021-04-01 21:49:38
0,40.208,,58.51,2021-04-01 22:00:58
0,42.411,,60.14,2021-04-01 22:12:15
0,45.557,,61.76,2021-04-01 22:23:04
0,47.347,,63.34,2021-04-01 22:34:09
0,49.78,,64.95,2021-04-01 22:45:17
0,51.982,,66.49,2021-04-01 22:56:19
0,54.475,,68.05,2021-04-01 23:07:16
0,56.797,,69.54,2021-04-01 23:18:08
0,59.369,,70.99,2021-04-01 23:29:27
0,61.881,,72.41,2021-04-01 23:40:32
0,63.453,,73.84,2021-04-01 23:51:22
0,66.042,,75.18,2021-04-02 00:02:50
0,69.11,,76.63,2021-04-02 00:14:04
0,72.096,,78.05,2021-04-02 00:24:50
0,73.482,,79.33,2021-04-02 00:35:43
0,76.02,,80.58,2021-04-02 00:46:52
0,78.224,,81.96,2021-04-02 00:57:44
0,80.896,,83.29,2021-04-02 01:08:47
0,83.27,,84.61,2021-04-02 01:20:08
0,86.21,,85.93,2021-04-02 01:31:01
0,89.427,,87.21,2021-04-02 01:42:08
0,91.217,,88.58,2021-04-02 01:53:18
0,93.513,,89.88,2021-04-02 02:04:11
0,96.756,,91.11,2021-04-02 02:15:11
0,98.82,,92.39,2021-04-02 02:26:16
0,102.193,,93.65,2021-04-02 02:37:09
0,105.267,,94.91,2021-04-02 02:48:14
0,108.883,,96.12,2021-04-02 02:59:28
0,111.722,,97.31,2021-04-02 03:10:38
0,112.956,,98.53,2021-04-02 03:21:48
0,116.654,,99.71,2021-04-02 03:32:38
0,119.479,,100.96,2021-04-02 03:43:43
0,121.832,,102.17,2021-04-02 03:54:50
0,123.996,,103.4,2021-04-02 04:05:50
0,128.76,,104.59,2021-04-02 04:17:38
0,133.095,,105.83,2021-04-02 04:28:37
0,133.587,,107.0,2021-04-02 04:39:53
0,136.506,,108.09,2021-04-02 04:51:01
0,139.465,,109.22,2021-04-02 05:01:47
0,143.799,,110.34,2021-04-02 05:13:29
0,143.921,,111.42,2021-04-02 05:24:19
0,148.574,,112.55,2021-04-02 05:35:20
0,148.914,,113.7,2021-04-02 05:46:21
0,154.46,,114.8,2021-04-02 05:57:30
0,154.732,,115.87,2021-04-02 06:08:00
0,163.02,,117.02,2021-04-02 06:19:07
0,166.396,,118.03,2021-04-02 06:30:30
0,165.824,,119.01,2021-04-02 06:41:26
0,166.421,,120.03,2021-04-02 06:52:40
0,172.672,,121.04,2021-04-02 07:03:43
0,175.895,,122.06,2021-04-02 07:14:45
0,179.348,0.001,123.07,2021-04-02 07:25:35
0,177.672,,124.11,2021-04-02 07:36:43
0,185.853,,125.18,2021-04-02 07:47:44
0,182.303,,126.24,2021-04-02 07:59:02
0,186.59,,127.29,2021-04-02 08:09:40
0,191.58,,128.3,2021-04-02 08:21:14
0,200.662,,129.39,2021-04-02 08:32:17
0,202.326,,130.32,2021-04-02 08:43:42
0,186.966,,131.37,2021-04-02 08:54:37
0,208.287,,132.42,2021-04-02 09:05:52
0,214.574,,133.39,2021-04-02 09:17:02
0,212.442,0.003,134.32,2021-04-02 09:28:23
0,208.921,0.001,135.28,2021-04-02 09:39:25
0,214.706,,136.28,2021-04-02 09:50:48
0,225.401,,137.26,2021-04-02 10:01:54
0,219.448,0.001,138.24,2021-04-02 10:12:59
0,223.088,0.002,139.14,2021-04-02 10:24:03
0,220.915,,140.09,2021-04-02 10:35:20
0,219.447,0.001,141.01,2021-04-02 10:46:29
0,233.931,0.001,141.92,2021-04-02 10:57:20
0,244.451,0.001,142.75,2021-04-02 11:09:03
0,259.557,0.003,143.65,2021-04-02 11:20:11
0,236.873,0.001,144.6,2021-04-02 11:31:50
0,259.292,0.002,145.47,2021-04-02 11:42:45
0,250.963,0.003,146.41,2021-04-02 11:54:05
0,253.671,0.003,147.37,2021-04-02 12:05:09
0,268.932,0.001,148.29,2021-04-02 12:16:32
0,257.931,0.002,149.21,2021-04-02 12:27:28
0,252.903,0.002,150.1,2021-04-02 12:39:49
0,265.428,,151.01,2021-04-02 12:50:58
0,261.48,,151.92,2021-04-02 13:02:07
0,268.837,,152.85,2021-04-02 13:13:13
0,265.882,,153.75,2021-04-02 13:24:20
0,269.528,0.002,154.61,2021-04-02 13:35:46
0,262.547,0.001,155.4,2021-04-02 13:46:32
0,300.817,,156.27,2021-04-02 13:57:53
0,272.959,,157.2,2021-04-02 14:09:05
0,271.566,,158.15,2021-04-02 14:20:29
0,308.234,,159.1,2021-04-02 14:31:24
0,291.156,,159.97,2021-04-02 14:42:33
0,316.247,0.001,160.83,2021-04-02 14:54:16
0,285.918,,161.7,2021-04-02 15:05:30
0,310.911,,162.54,2021-04-02 15:16:50
0,313.083,,163.43,2021-04-02 15:27:48
0,303.14,,164.36,2021-04-02 15:39:06
0,317.04,,165.31,2021-04-02 15:50:23
0,310.545,,166.22,2021-04-02 16:01:39
0,342.889,,167.03,2021-04-02 16:12:27
0,323.449,0.002,167.9,2021-04-02 16:23:33
0,339.344,,168.78,2021-04-02 16:34:54
0,341.183,,169.58,2021-04-02 16:45:26
0,392.766,,170.42,2021-04-02 16:56:53
0,354.989,,171.26,2021-04-02 17:08:02
0,335.165,,172.12,2021-04-02 17:19:28
0,342.149,,173.01,2021-04-02 17:30:31
0,355.949,,173.81,2021-04-02 17:41:37
0,345.478,0.002,174.61,2021-04-02 17:53:04
0,333.175,0.002,175.37,2021-04-02 18:04:19
0,337.276,,176.21,2021-04-02 18:15:31
0,368.833,0.002,177.07,2021-04-02 18:26:42
0,369.932,,177.94,2021-04-02 18:37:55
0,366.776,,178.8,2021-04-02 18:50:06
0,378.568,0.001,179.63,2021-04-02 19:01:06
0,384.198,0.002,180.43,2021-04-02 19:12:45
0,388.358,,181.26,2021-04-02 19:23:50
0,386.684,0.006,182.04,2021-04-02 19:35:06
0,393.391,0.001,182.88,2021-04-02 19:46:24
0,407.836,0.001,183.74,2021-04-02 19:57:40
0,374.367,,184.62,2021-04-02 20:09:20
0,398.011,0.005,185.45,2021-04-02 20:20:20
0,427.402,0.007,186.21,2021-04-02 20:31:59
0,407.761,0.003,186.98,2021-04-02 20:43:13
0,391.799,,187.87,2021-04-02 20:53:36
0,432.836,0.006,188.67,2021-04-02 21:05:04
0,422.202,0.002,189.46,2021-04-02 21:16:19
0,430.237,0.001,190.22,2021-04-02 21:27:45
0,428.807,0.013,190.98,2021-04-02 21:38:36
0,467.344,0.002,191.77,2021-04-02 21:49:43
0,400.759,0.007,192.51,2021-04-02 22:01:13
0,406.09,0.003,193.35,2021-04-02 22:12:30
0,424.813,0.005,194.12,2021-04-02 22:23:48
0,439.751,0.001,195.01,2021-04-02 22:34:57
0,413.322,0.002,195.89,2021-04-02 22:46:18
0,443.493,0.006,196.71,2021-04-02 22:57:42
0,447.181,0.012,197.57,2021-04-02 23:08:52
0,439.737,0.004,198.39,2021-04-02 23:20:25
0,450.203,0.005,199.18,2021-04-02 23:31:37
0,472.814,0.016,199.92,2021-04-02 23:42:48
0,481.981,0.008,200.69,2021-04-02 23:53:53
0,460.449,0.006,201.51,2021-04-03 00:05:08
0,453.757,0.005,202.25,2021-04-03 00:16:44
0,446.89,0.006,202.98,2021-04-03 00:28:19
0,477.911,0.01,203.81,2021-04-03 00:39:27
0,464.95,0.006,204.58,2021-04-03 00:51:03
0,494.356,0.005,205.36,2021-04-03 01:02:13
0,485.932,0.018,206.04,2021-04-03 01:13:42
0,493.478,0.004,206.83,2021-04-03 01:24:04
0,531.971,0.003,207.59,2021-04-03 01:35:12
0,520.387,0.028,208.36,2021-04-03 01:46:44
0,490.277,0.01,209.13,2021-04-03 01:57:44
0,606.898,0.032,209.9,2021-04-03 02:08:56
0,555.545,0.011,210.6,2021-04-03 02:20:35
0,519.197,0.023,211.3,2021-04-03 02:32:01
0,535.915,0.039,212.04,2021-04-03 02:43:20
0,543.855,0.044,212.76,2021-04-03 02:54:30
0,515.784,0.033,213.46,2021-04-03 03:05:45
0,512.031,0.016,214.2,2021-04-03 03:17:34
0,537.631,0.006,214.94,2021-04-03 03:28:36
0,568.443,0.04,215.64,2021-04-03 03:39:58
0,588.027,0.016,216.37,2021-04-03 03:51:17
0,535.549,0.02,217.11,2021-04-03 04:02:26
0,505.002,0.012,217.83,2021-04-03 04:13:46
0,561.727,0.014,218.55,2021-04-03 04:25:07
0,558.957,0.024,219.3,2021-04-03 04:36:22
0,622.033,0.03,220.02,2021-04-03 04:47:38
0,637.379,0.014,220.73,2021-04-03 04:58:51
0,542.555,0.013,221.47,2021-04-03 05:10:07
0,577.428,0.014,222.18,2021-04-03 05:22:01
0,626.482,0.015,222.9,2021-04-03 05:33:27
0,542.839,0.007,223.61,2021-04-03 05:44:42
0,552.416,0.005,224.33,2021-04-03 05:56:26
0,622.563,0.007,225.03,2021-04-03 06:07:41
0,621.319,0.036,225.75,2021-04-03 06:18:46
0,561.731,0.006,226.48,2021-04-03 06:30:25
0,573.085,0.017,227.21,2021-04-03 06:41:42
0,638.243,0.011,227.96,2021-04-03 06:52:47
0,677.23,0.021,228.66,2021-04-03 07:04:21
0,619.877,0.01,229.36,2021-04-03 07:15:47
0,583.771,0.008,230.03,2021-04-03 07:27:15
0,565.646,0.013,230.66,2021-04-03 07:38:47
0,583.088,0.006,231.42,2021-04-03 07:50:28
0,666.776,0.007,232.15,2021-04-03 08:01:58
0,612.517,0.007,232.88,2021-04-03 08:13:07
0,577.684,0.009,233.6,2021-04-03 08:24:24
0,574.902,0.007,234.31,2021-04-03 08:36:07
0,690.18,0.012,235.02,2021-04-03 08:47:31
0,688.913,0.024,235.7,2021-04-03 08:58:47
0,579.595,0.029,236.34,2021-04-03 09:10:27
0,617.533,0.006,237.02,2021-04-03 09:21:52
0,627.974,0.024,237.71,2021-04-03 09:32:57
0,591.334,0.021,238.42,2021-04-03 09:44:27
0,647.108,0.009,239.11,2021-04-03 09:55:44
0,674.782,0.021,239.8,2021-04-03 10:07:06
0,669.64,0.013,240.46,2021-04-03 10:18:27
0,653.243,0.019,241.13,2021-04-03 10:29:56
0,647.74,0.014,241.83,2021-04-03 10:41:31
0,662.685,0.005,242.43,2021-04-03 10:53:11
0,643.83,0.023,243.09,2021-04-03 11:04:28
0,696.296,0.007,243.73,2021-04-03 11:15:57
0,667.896,0.004,244.41,2021-04-03 11:27:40
0,706.652,0.009,245.09,2021-04-03 11:38:58
0,727.7,0.015,245.78,2021-04-03 11:50:19
0,744.648,0.005,246.47,2021-04-03 12:02:03
0,640.042,0.005,247.21,2021-04-03 12:13:26
0,694.663,0.004,247.93,2021-04-03 12:25:06
0,675.816,0.013,248.61,2021-04-03 12:37:01
0,756.347,0.004,249.3,2021-04-03 12:48:40
0,781.077,0.003,250.03,2021-04-03 13:00:16
0,757.654,0.003,250.72,2021-04-03 13:11:55
0,746.958,0.002,251.47,2021-04-03 13:23:27
0,787.564,0.006,252.17,2021-04-03 13:35:17
0,686.958,0.004,252.88,2021-04-03 13:46:52
0,755.672,0.01,253.56,2021-04-03 13:58:38
0,826.988,0.022,254.21,2021-04-03 14:10:27
0,790.903,0.008,254.93,2021-04-03 14:22:08
0,747.717,0.006,255.66,2021-04-03 14:33:52
0,789.871,0.002,256.38,2021-04-03 14:45:43
0,734.705,0.009,257.0,2021-04-03 14:56:54
0,751.881,0.007,257.67,2021-04-03 15:08:18
0,867.228,0.008,258.35,2021-04-03 15:20:04
0,815.091,0.007,258.98,2021-04-03 15:31:32
0,756.191,0.002,259.65,2021-04-03 15:42:23
0,772.896,0.009,260.37,2021-04-03 15:54:01
0,810.565,0.004,261.15,2021-04-03 16:05:32
0,830.414,0.013,261.84,2021-04-03 16:17:07
0,795.554,0.009,262.5,2021-04-03 16:28:52
0,749.401,0.018,263.16,2021-04-03 16:40:42
0,796.214,0.004,263.88,2021-04-03 16:52:22
0,851.216,0.008,264.55,2021-04-03 17:04:06
0,790.325,0.016,265.3,2021-04-03 17:16:04
0,879.363,0.023,265.94,2021-04-03 17:27:48
0,803.833,0.016,266.62,2021-04-03 17:39:31
0,855.074,0.006,267.35,2021-04-03 17:51:09
0,848.867,0.011,268.03,2021-04-03 18:02:54
0,814.89,0.009,268.73,2021-04-03 18:14:25
0,872.26,0.006,269.38,2021-04-03 18:25:48
0,869.953,0.012,270.03,2021-04-03 18:37:58
0,875.36,0.015,270.68,2021-04-03 18:49:38
0,876.766,0.038,271.3,2021-04-03 19:01:11
0,860.565,0.022,271.98,2021-04-03 19:12:44
0,809.256,0.012,272.66,2021-04-03 19:24:47
0,872.074,0.006,273.41,2021-04-03 19:36:13
0,902.437,0.009,274.08,2021-04-03 19:47:54
0,833.953,0.008,274.75,2021-04-03 19:59:22
0,889.338,0.013,275.44,2021-04-03 20:10:51
0,839.544,0.015,276.14,2021-04-03 20:22:00
0,934.53,0.009,276.87,2021-04-03 20:33:35
0,870.855,0.016,277.6,2021-04-03 20:45:13
0,980.03,0.007,278.3,2021-04-03 20:56:58
0,900.307,0.019,278.96,2021-04-03 21:08:18
0,815.752,0.002,279.66,2021-04-03 21:19:42
0,959.639,0.018,280.33,2021-04-03 21:31:14
0,905.493,0.039,281.04,2021-04-03 21:42:27
0,949.354,0.014,281.73,2021-04-03 21:53:54
0,916.004,0.064,282.36,2021-04-03 22:05:30
0,903.472,0.039,283.01,2021-04-03 22:16:52
0,1037.69,0.071,283.66,2021-04-03 22:27:59
0,931.324,0.079,284.3,2021-04-03 22:39:33
0,1024.364,0.056,284.92,2021-04-03 22:50:48
0,962.283,0.096,285.56,2021-04-03 23:02:17
0,943.307,0.095,286.18,2021-04-03 23:13:49
0,924.293,0.016,286.84,2021-04-03 23:25:20
0,967.227,0.027,287.45,2021-04-03 23:36:37
0,1013.47,0.023,288.1,2021-04-03 23:48:26
0,978.136,0.009,288.77,2021-04-03 23:59:57
0,985.445,0.057,289.44,2021-04-04 00:11:42
0,1021.998,0.016,290.14,2021-04-04 00:23:40
0,969.967,0.028,290.83,2021-04-04 00:35:16
0,935.128,0.023,291.47,2021-04-04 00:46:42
0,981.162,0.037,292.09,2021-04-04 00:58:44
0,945.752,0.022,292.77,2021-04-04 01:09:51
0,1075.785,0.033,293.44,2021-04-04 01:21:15
0,934.994,0.039,294.13,2021-04-04 01:33:19
0,1018.674,0.03,294.79,2021-04-04 01:44:44
0,987.178,0.08,295.46,2021-04-04 01:56:11
0,958.687,0.039,296.15,2021-04-04 02:08:07
0,1081.124,0.017,296.79,2021-04-04 02:19:38
0,1097.991,0.026,297.42,2021-04-04 02:30:46
0,979.9,0.029,298.09,2021-04-04 02:42:37
0,1123.991,0.04,298.8,2021-04-04 02:54:07
0,1111.64,0.075,299.49,2021-04-04 03:05:35
0,940.199,0.04,300.18,2021-04-04 03:22:00
0,1066.952,0.088,300.89,2021-04-04 03:33:58
0,989.771,0.047,301.61,2021-04-04 03:45:26
0,1110.646,0.038,302.32,2021-04-04 03:57:15
0,1151.044,0.035,303.03,2021-04-04 04:08:56
0,1144.506,0.018,303.73,2021-04-04 04:20:33
0,1064.474,0.065,304.43,2021-04-04 04:31:59
0,1272.26,0.025,305.13,2021-04-04 04:43:37
0,939.683,0.047,305.82,2021-04-04 04:55:05
0,1061.057,0.045,306.5,2021-04-04 05:06:48
0,1120.872,0.03,307.18,2021-04-04 05:18:22
0,1125.179,0.046,307.91,2021-04-04 05:29:47
0,1200.896,0.037,308.62,2021-04-04 05:41:26
0,1145.082,0.034,309.33,2021-04-04 05:52:26
0,1101.013,0.019,310.03,2021-04-04 06:04:14
0,1113.771,0.039,310.73,2021-04-04 06:15:41
0,1172.914,0.057,311.44,2021-04-04 06:27:06
0,1119.832,0.02,312.15,2021-04-04 06:38:46
0,1190.156,0.042,312.86,2021-04-04 06:50:15
0,1092.625,0.043,313.52,2021-04-04 07:01:47
0,1107.341,0.03,314.19,2021-04-04 07:13:41
0,1319.098,0.034,314.84,2021-04-04 07:25:14
0,1144.0,0.08,315.51,2021-04-04 07:36:53
0,1361.471,0.054,316.17,2021-04-04 07:48:45
0,1165.891,0.125,316.83,2021-04-04 08:00:26
0,1233.724,0.054,317.49,2021-04-04 08:11:56
0,1131.685,0.09,318.16,2021-04-04 08:24:03
0,1204.846,0.072,318.81,2021-04-04 08:36:07
0,1172.582,0.066,319.49,2021-04-04 08:47:46
0,1176.857,0.033,320.18,2021-04-04 08:59:52
0,1286.343,0.051,320.85,2021-04-04 09:11:43
0,1052.824,0.067,321.52,2021-04-04 09:23:24
0,1107.921,0.093,322.21,2021-04-04 09:35:33
0,1124.827,0.334,322.83,2021-04-04 09:47:17
0,1226.722,0.134,323.49,2021-04-04 09:59:18
0,1098.261,0.145,324.18,2021-04-04 10:11:22
0,1302.932,0.089,324.84,2021-04-04 10:23:01
0,1315.476,0.367,325.38,2021-04-04 10:34:32
0,1150.653,0.156,326.0,2021-04-04 10:46:09
0,1202.449,0.068,326.63,2021-04-04 10:58:21
0,1210.465,0.122,327.24,2021-04-04 11:10:11
0,1252.439,0.123,327.86,2021-04-04 11:22:19
0,1300.071,0.081,328.47,2021-04-04 11:34:34
0,1187.763,0.895,329.01,2021-04-04 11:46:21
0,1140.735,0.057,329.58,2021-04-04 11:58:02
0,1334.836,0.178,330.17,2021-04-04 12:10:08
0,1289.136,0.348,330.76,2021-04-04 12:21:58
0,1324.841,0.16,331.36,2021-04-04 12:33:24
0,1326.292,0.454,331.91,2021-04-04 12:45:00
0,1230.92,1.343,332.48,2021-04-04 12:56:45
0,1346.427,0.906,333.02,2021-04-04 13:08:04
0,1239.931,0.575,333.54,2021-04-04 13:19:44
0,1367.615,0.739,334.12,2021-04-04 13:31:29
0,1184.426,0.453,334.65,2021-04-04 13:42:54
0,1286.176,0.561,335.2,2021-04-04 13:54:36
0,1199.205,1.853,335.78,2021-04-04 14:06:15
0,1303.248,1.929,336.33,2021-04-04 14:18:00
0,1239.973,1.65,336.87,2021-04-04 14:29:53
0,1319.469,1.517,337.44,2021-04-04 14:41:45
0,1494.145,0.996,337.96,2021-04-04 14:53:33
0,1351.884,0.572,338.5,2021-04-04 15:05:10
0,1309.12,0.742,339.04,2021-04-04 15:16:49
0,1400.928,0.388,339.63,2021-04-04 15:28:27
0,1324.127,3.914,340.19,2021-04-04 15:40:39
0,1273.873,0.167,340.76,2021-04-04 15:52:11
0,1385.356,0.283,341.3,2021-04-04 16:04:07
0,1376.436,0.357,341.87,2021-04-04 16:15:48
0,1263.435,1.726,342.44,2021-04-04 16:27:26
0,1467.364,0.846,343.01,2021-04-04 16:39:14
0,1280.602,0.939,343.52,2021-04-04 16:51:02
0,1289.456,0.651,344.02,2021-04-04 17:02:57
0,1354.006,1.406,344.52,2021-04-04 17:14:37
0,1469.136,0.456,345.06,2021-04-04 17:26:40
0,1419.205,0.977,345.57,2021-04-04 17:38:10
0,1530.557,0.588,346.13,2021-04-04 17:50:04
0,1247.87,0.308,346.71,2021-04-04 18:02:01
0,1464.84,0.522,347.32,2021-04-04 18:14:13
0,1406.408,0.708,347.89,2021-04-04 18:25:53
0,1454.277,0.443,348.44,2021-04-04 18:37:40
0,1376.511,2.202,348.95,2021-04-04 18:49:27
0,1655.927,0.478,349.47,2021-04-04 19:01:11
0,1268.978,0.859,350.01,2021-04-04 19:13:16
0,1379.062,0.708,350.58,2021-04-04 19:25:20
0,1340.13,0.575,351.11,2021-04-04 19:37:13
0,1412.922,1.312,351.67,2021-04-04 19:48:56
0,1380.64,0.24,352.22,2021-04-04 20:01:17
0,1545.338,0.116,352.78,2021-04-04 20:13:24
0,1440.038,0.305,353.33,2021-04-04 20:25:07
0,1481.612,0.108,353.91,2021-04-04 20:36:56
0,1401.103,0.261,354.47,2021-04-04 20:48:49
0,1524.777,0.093,355.06,2021-04-04 21:00:42
0,1532.18,0.342,355.62,2021-04-04 21:12:36
0,1508.541,0.144,356.19,2021-04-04 21:24:22
0,1422.065,0.19,356.81,2021-04-04 21:36:25
0,1446.788,0.117,357.39,2021-04-04 21:47:48
0,1624.561,0.166,357.97,2021-04-04 22:00:03
0,1523.432,0.227,358.59,2021-04-04 22:12:18
0,1367.53,0.13,359.18,2021-04-04 22:24:31
0,1411.26,0.069,359.77,2021-04-04 22:36:41
0,1694.267,0.149,360.38,2021-04-04 22:49:06
0,1737.331,0.135,360.98,2021-04-04 23:01:00
0,1453.584,0.364,361.59,2021-04-04 23:12:49
0,1570.433,0.131,362.15,2021-04-04 23:25:15
0,1470.69,0.142,362.73,2021-04-04 23:37:13
0,1439.081,0.147,363.33,2021-04-04 23:48:53
0,1478.966,0.767,363.9,2021-04-05 00:00:56
0,1621.395,0.089,364.48,2021-04-05 00:13:15
0,1434.93,0.666,365.01,2021-04-05 00:25:15
0,1577.483,0.236,365.5,2021-04-05 00:37:01
0,1409.063,0.85,366.03,2021-04-05 00:49:00
0,1349.075,0.818,366.57,2021-04-05 01:01:05
0,1543.201,0.551,367.07,2021-04-05 01:12:45
0,1731.508,0.723,367.61,2021-04-05 01:24:37
0,1690.949,0.599,368.16,2021-04-05 01:36:35
0,1799.971,0.638,368.66,2021-04-05 01:48:40
0,1586.022,0.272,369.17,2021-04-05 02:00:28
0,1595.847,0.182,369.71,2021-04-05 02:12:25
0,1641.687,0.277,370.25,2021-04-05 02:24:42
0,1573.85,0.91,370.76,2021-04-05 02:36:32
0,1692.117,0.357,371.31,2021-04-05 02:47:58
0,1590.855,0.331,371.84,2021-04-05 02:59:42
0,1550.455,1.674,372.34,2021-04-05 03:11:41
0,1743.913,1.298,372.86,2021-04-05 03:23:44
0,1576.736,1.02,373.4,2021-04-05 03:35:33
0,1876.934,0.86,373.94,2021-04-05 03:47:22
0,1585.904,2.588,374.5,2021-04-05 03:59:32
0,1620.07,1.824,375.02,2021-04-05 04:11:20
0,1630.604,0.922,375.53,2021-04-05 04:23:12
0,1505.799,0.496,376.04,2021-04-05 04:34:57
0,1572.46,1.175,376.54,2021-04-05 04:46:34
0,1542.416,0.525,377.08,2021-04-05 04:58:25
0,1483.352,0.494,377.62,2021-04-05 05:10:07
0,1554.611,0.58,378.14,2021-04-05 05:22:10
0,1755.374,0.246,378.69,2021-04-05 05:33:47
0,1491.189,0.684,379.21,2021-04-05 05:45:43
0,1606.052,0.384,379.73,2021-04-05 05:57:48
0,1795.322,0.202,380.25,2021-04-05 06:09:47
0,1560.119,0.355,380.81,2021-04-05 06:21:43
0,1617.726,0.055,381.36,2021-04-05 06:33:41
0,1585.32,0.052,381.92,2021-04-05 06:45:52
0,1472.427,0.067,382.49,2021-04-05 06:58:31
0,1682.256,0.068,383.04,2021-04-05 07:10:57
0,1584.478,0.061,383.6,2021-04-05 07:22:49
0,1647.654,0.088,384.19,2021-04-05 07:34:56
0,1679.556,0.37,384.81,2021-04-05 07:47:09
0,1565.977,0.099,385.41,2021-04-05 07:59:12
0,1293.176,0.438,385.91,2021-04-05 08:11:05
0,1622.395,1.197,386.5,2021-04-05 08:23:05
0,1640.776,0.44,387.06,2021-04-05 08:34:47
0,1766.141,0.309,387.63,2021-04-05 08:46:42
0,1575.197,1.782,388.16,2021-04-05 08:59:07
0,1642.272,0.298,388.72,2021-04-05 09:11:05
0,1696.013,1.435,389.29,2021-04-05 09:22:45
0,1707.559,0.242,389.84,2021-04-05 09:34:28
0,1656.555,0.335,390.41,2021-04-05 09:46:51
0,1465.995,0.536,390.98,2021-04-05 09:58:31
0,1459.939,0.343,391.56,2021-04-05 10:10:32
0,1837.913,0.186,392.16,2021-04-05 10:22:23
0,1602.697,0.419,392.77,2021-04-05 10:34:25
0,1840.593,0.193,393.35,2021-04-05 10:46:20
0,1405.013,0.26,393.94,2021-04-05 10:58:11
0,1485.735,0.261,394.56,2021-04-05 11:10:27
0,1548.012,0.565,395.18,2021-04-05 11:22:44
0,1717.198,0.201,395.74,2021-04-05 11:34:31
0,1380.038,0.249,396.31,2021-04-05 11:46:52
