ctrl,compl_time,log_time
0,0.04,2019-10-28 17:04:19
0,0.07,2019-10-28 17:04:22
0,0.11,2019-10-28 17:04:25
0,0.14,2019-10-28 17:04:29
0,0.18,2019-10-28 17:04:32
0,0.21,2019-10-28 17:04:35
0,0.25,2019-10-28 17:04:39
0,0.29,2019-10-28 17:04:42
0,0.32,2019-10-28 17:04:45
0,0.36,2019-10-28 17:04:49
0,0.71,2019-10-28 17:05:21
0,1.07,2019-10-28 17:05:54
0,1.43,2019-10-28 17:06:28
0,1.79,2019-10-28 17:07:00
0,2.14,2019-10-28 17:08:30
0,2.5,2019-10-28 17:09:03
0,2.86,2019-10-28 17:13:49
0,3.21,2019-10-28 17:14:22
0,3.57,2019-10-28 17:14:55
0,7.14,2019-10-28 17:20:27
0,10.71,2019-10-28 17:25:58
0,14.29,2019-10-28 17:31:31
0,17.86,2019-10-28 17:37:01
0,21.43,2019-10-28 17:42:32
0,25.0,2019-10-28 17:48:05
0,28.57,2019-10-28 17:53:35
0,31.92,2019-10-28 17:59:26
0,34.61,2019-10-28 18:05:05
0,37.5,2019-10-28 18:10:46
0,40.45,2019-10-28 18:16:24
0,43.24,2019-10-28 18:22:04
0,45.98,2019-10-28 18:27:43
0,48.39,2019-10-28 18:33:25
0,50.54,2019-10-28 18:39:05
0,52.86,2019-10-28 18:44:56
0,55.05,2019-10-28 18:50:37
0,57.25,2019-10-28 18:56:24
0,59.4,2019-10-28 19:02:07
0,61.34,2019-10-28 19:08:13
0,63.34,2019-10-28 19:15:00
0,65.24,2019-10-28 19:20:50
0,67.05,2019-10-28 19:26:39
0,68.87,2019-10-28 19:32:23
0,70.73,2019-10-28 19:38:11
0,72.7,2019-10-28 19:43:54
0,74.61,2019-10-28 19:51:18
0,76.22,2019-10-28 19:57:10
0,77.84,2019-10-28 20:03:00
0,79.48,2019-10-28 20:08:57
0,81.06,2019-10-28 20:14:49
0,82.65,2019-10-28 20:20:39
0,84.43,2019-10-28 20:26:35
0,86.01,2019-10-28 20:32:28
0,87.63,2019-10-28 20:38:23
0,89.17,2019-10-28 20:44:11
0,90.7,2019-10-28 20:50:21
0,92.22,2019-10-28 20:56:10
0,93.58,2019-10-28 21:02:05
0,94.95,2019-10-28 21:07:52
0,96.35,2019-10-28 21:13:40
0,97.75,2019-10-28 21:19:28
0,99.22,2019-10-28 21:25:19
0,100.58,2019-10-28 21:31:10
0,102.07,2019-10-28 21:36:56
0,103.45,2019-10-28 21:42:44
0,104.85,2019-10-28 21:48:35
0,106.14,2019-10-28 21:54:29
0,107.46,2019-10-28 22:00:20
0,108.73,2019-10-28 22:06:12
0,109.97,2019-10-28 22:12:03
0,111.33,2019-10-28 22:17:58
0,112.59,2019-10-28 22:23:51
0,113.86,2019-10-28 22:29:42
0,115.1,2019-10-28 22:35:32
0,116.37,2019-10-28 22:41:25
0,117.69,2019-10-28 22:47:16
0,118.89,2019-10-28 22:53:13
0,120.1,2019-10-28 22:59:17
0,121.31,2019-10-28 23:05:11
0,122.48,2019-10-28 23:11:04
0,123.72,2019-10-28 23:16:58
0,124.94,2019-10-28 23:22:58
0,126.1,2019-10-28 23:28:50
0,127.29,2019-10-28 23:34:43
0,128.51,2019-10-28 23:40:40
0,129.63,2019-10-28 23:46:31
0,130.81,2019-10-28 23:52:23
0,132.02,2019-10-28 23:58:21
0,133.25,2019-10-29 00:04:12
0,134.4,2019-10-29 00:10:02
0,135.48,2019-10-29 00:15:57
0,136.71,2019-10-29 00:21:50
0,137.83,2019-10-29 00:27:40
0,138.86,2019-10-29 00:33:32
0,140.01,2019-10-29 00:39:26
0,141.16,2019-10-29 00:45:22
0,142.29,2019-10-29 00:51:16
0,143.4,2019-10-29 00:57:10
0,144.53,2019-10-29 01:03:03
0,145.76,2019-10-29 01:08:55
0,146.88,2019-10-29 01:14:51
0,147.94,2019-10-29 01:20:49
0,148.96,2019-10-29 01:26:44
0,150.08,2019-10-29 01:32:58
0,151.24,2019-10-29 01:38:50
0,152.27,2019-10-29 01:44:47
0,153.31,2019-10-29 01:50:42
0,154.39,2019-10-29 01:56:38
0,155.5,2019-10-29 02:02:33
0,156.56,2019-10-29 02:08:29
0,157.66,2019-10-29 02:14:24
0,158.69,2019-10-29 02:20:21
0,159.8,2019-10-29 02:26:13
0,160.91,2019-10-29 02:32:09
0,161.95,2019-10-29 02:38:06
0,163.0,2019-10-29 02:44:04
0,164.04,2019-10-29 02:49:59
0,165.1,2019-10-29 02:55:56
0,166.11,2019-10-29 03:01:54
0,167.15,2019-10-29 03:07:50
0,168.12,2019-10-29 03:13:52
0,169.17,2019-10-29 03:19:48
0,170.18,2019-10-29 03:25:45
0,171.27,2019-10-29 03:31:42
0,172.32,2019-10-29 03:37:42
0,173.38,2019-10-29 03:43:40
0,174.47,2019-10-29 03:49:37
0,175.52,2019-10-29 03:55:34
0,176.55,2019-10-29 04:01:32
0,177.51,2019-10-29 04:07:27
0,178.46,2019-10-29 04:13:25
0,179.48,2019-10-29 04:19:23
0,180.48,2019-10-29 04:25:42
0,181.45,2019-10-29 04:31:40
0,182.47,2019-10-29 04:37:40
0,183.46,2019-10-29 04:43:38
0,184.5,2019-10-29 04:49:36
0,185.51,2019-10-29 04:55:35
0,186.49,2019-10-29 05:01:36
0,187.51,2019-10-29 05:09:13
0,188.53,2019-10-29 05:16:06
0,189.53,2019-10-29 05:22:05
0,190.49,2019-10-29 05:28:06
0,191.45,2019-10-29 05:34:05
0,192.42,2019-10-29 05:40:06
0,193.42,2019-10-29 05:46:08
0,194.42,2019-10-29 05:52:06
0,195.41,2019-10-29 05:58:05
0,196.46,2019-10-29 06:04:05
0,197.39,2019-10-29 06:10:07
0,198.33,2019-10-29 06:16:10
0,199.29,2019-10-29 06:22:10
0,200.25,2019-10-29 06:28:12
0,201.22,2019-10-29 06:34:11
0,202.25,2019-10-29 06:40:10
0,203.2,2019-10-29 06:46:10
0,204.15,2019-10-29 06:54:48
0,205.1,2019-10-29 07:01:53
0,206.1,2019-10-29 07:07:53
0,207.07,2019-10-29 07:13:52
0,207.96,2019-10-29 07:19:52
0,208.86,2019-10-29 07:25:55
0,209.8,2019-10-29 07:31:57
0,210.74,2019-10-29 07:38:15
0,211.72,2019-10-29 07:44:14
0,212.73,2019-10-29 07:50:17
0,213.71,2019-10-29 07:56:17
0,214.67,2019-10-29 08:02:20
0,215.58,2019-10-29 08:08:20
0,216.53,2019-10-29 08:14:23
0,217.48,2019-10-29 08:20:25
0,218.4,2019-10-29 08:26:28
0,219.3,2019-10-29 08:32:31
0,220.22,2019-10-29 08:38:31
0,221.19,2019-10-29 08:44:31
0,222.14,2019-10-29 08:50:33
0,223.05,2019-10-29 08:56:34
0,223.92,2019-10-29 09:02:38
0,224.81,2019-10-29 09:08:41
0,225.74,2019-10-29 09:14:45
0,226.66,2019-10-29 09:20:49
0,227.57,2019-10-29 09:26:50
0,228.53,2019-10-29 09:32:53
0,229.51,2019-10-29 09:38:56
0,230.42,2019-10-29 09:44:59
0,231.41,2019-10-29 09:50:58
0,232.35,2019-10-29 09:57:02
0,233.28,2019-10-29 10:03:03
0,234.23,2019-10-29 10:09:06
0,235.16,2019-10-29 10:15:07
0,236.07,2019-10-29 10:21:11
0,237.05,2019-10-29 10:27:13
0,237.92,2019-10-29 10:33:17
0,238.8,2019-10-29 10:39:21
0,239.75,2019-10-29 10:45:25
0,240.65,2019-10-29 10:51:50
0,241.55,2019-10-29 10:57:57
0,242.48,2019-10-29 11:03:56
0,243.41,2019-10-29 11:09:57
0,244.36,2019-10-29 11:16:00
0,245.24,2019-10-29 11:22:02
0,246.24,2019-10-29 11:28:06
0,247.17,2019-10-29 11:34:05
0,248.14,2019-10-29 11:40:08
0,249.0,2019-10-29 11:46:13
0,249.9,2019-10-29 11:52:17
0,250.8,2019-10-29 11:58:20
0,251.75,2019-10-29 12:04:22
0,252.67,2019-10-29 12:10:26
0,253.59,2019-10-29 12:16:27
0,254.49,2019-10-29 12:22:30
0,255.36,2019-10-29 12:28:37
0,256.31,2019-10-29 12:35:05
0,257.3,2019-10-29 12:43:02
0,258.21,2019-10-29 12:50:51
0,259.08,2019-10-29 12:58:48
0,260.02,2019-10-29 13:06:32
0,260.89,2019-10-29 13:14:20
0,261.87,2019-10-29 13:22:10
0,262.77,2019-10-29 13:30:08
0,263.71,2019-10-29 13:37:46
0,264.6,2019-10-29 13:45:59
0,265.5,2019-10-29 13:53:49
0,266.34,2019-10-29 14:01:30
0,267.28,2019-10-29 14:09:13
0,268.18,2019-10-29 14:16:56
0,269.07,2019-10-29 14:24:49
0,270.04,2019-10-29 14:32:53
0,270.92,2019-10-29 14:40:40
0,271.89,2019-10-29 14:48:23
0,272.84,2019-10-29 14:56:01
0,273.76,2019-10-29 15:03:45
0,274.74,2019-10-29 15:11:38
0,275.75,2019-10-29 15:19:24
0,276.71,2019-10-29 15:27:13
0,277.65,2019-10-29 15:35:03
0,278.65,2019-10-29 15:42:50
0,279.63,2019-10-29 15:50:43
0,280.6,2019-10-29 15:58:36
0,281.57,2019-10-29 16:06:35
0,282.55,2019-10-29 16:14:14
0,283.48,2019-10-29 16:22:02
0,284.5,2019-10-29 16:29:46
0,285.44,2019-10-29 16:37:13
0,286.46,2019-10-29 16:49:32
0,287.5,2019-10-29 16:57:10
0,288.51,2019-10-29 17:05:04
0,289.46,2019-10-29 17:12:57
0,290.45,2019-10-29 17:20:34
0,291.42,2019-10-29 17:28:21
0,292.38,2019-10-29 17:36:18
0,293.37,2019-10-29 17:43:59
0,294.33,2019-10-29 17:51:41
0,295.32,2019-10-29 17:59:27
0,296.29,2019-10-29 18:07:01
0,297.29,2019-10-29 18:14:43
0,298.22,2019-10-29 18:22:28
0,299.15,2019-10-29 18:30:04
0,300.09,2019-10-29 18:38:20
0,301.06,2019-10-29 18:45:54
0,302.03,2019-10-29 18:53:31
0,302.98,2019-10-29 19:01:11
0,303.9,2019-10-29 19:08:53
0,304.84,2019-10-29 19:16:43
0,305.8,2019-10-29 19:24:23
0,306.77,2019-10-29 19:32:17
0,307.66,2019-10-29 19:40:04
0,308.6,2019-10-29 19:47:49
0,309.55,2019-10-29 19:55:32
0,310.41,2019-10-29 20:03:22
0,311.37,2019-10-29 20:11:11
0,312.26,2019-10-29 20:18:56
0,313.14,2019-10-29 20:26:49
0,314.07,2019-10-29 20:34:27
0,315.02,2019-10-29 20:42:07
0,315.96,2019-10-29 20:49:57
0,316.86,2019-10-29 20:57:46
0,317.83,2019-10-29 21:05:29
0,318.8,2019-10-29 21:13:12
0,319.78,2019-10-29 21:20:56
0,320.77,2019-10-29 21:28:44
0,321.69,2019-10-29 21:36:44
0,322.6,2019-10-29 21:44:34
0,323.56,2019-10-29 21:52:23
0,324.55,2019-10-29 22:00:10
0,325.5,2019-10-29 22:08:09
0,326.39,2019-10-29 22:15:59
0,327.35,2019-10-29 22:23:49
0,328.26,2019-10-29 22:31:39
0,329.16,2019-10-29 22:39:29
0,330.08,2019-10-29 22:47:43
0,330.98,2019-10-29 22:55:37
0,331.9,2019-10-29 23:03:24
0,332.81,2019-10-29 23:11:06
0,333.71,2019-10-29 23:19:02
0,334.6,2019-10-29 23:27:03
0,335.54,2019-10-29 23:34:53
0,336.47,2019-10-29 23:42:43
0,337.41,2019-10-29 23:50:35
0,338.37,2019-10-29 23:58:12
0,339.26,2019-10-30 00:06:01
0,340.18,2019-10-30 00:14:02
0,341.11,2019-10-30 00:21:46
0,342.0,2019-10-30 00:29:37
0,342.95,2019-10-30 00:37:35
0,343.88,2019-10-30 00:45:14
0,344.79,2019-10-30 00:52:59
0,345.7,2019-10-30 01:00:30
0,346.57,2019-10-30 01:08:25
0,347.48,2019-10-30 01:16:17
0,348.4,2019-10-30 01:24:11
0,349.3,2019-10-30 01:32:01
0,350.23,2019-10-30 01:39:50
0,351.16,2019-10-30 01:47:51
0,352.04,2019-10-30 01:55:46
0,352.95,2019-10-30 02:03:41
0,353.88,2019-10-30 02:11:33
0,354.79,2019-10-30 02:19:23
0,355.68,2019-10-30 02:27:11
0,356.54,2019-10-30 02:34:57
0,357.48,2019-10-30 02:42:49
0,358.4,2019-10-30 02:50:46
0,359.32,2019-10-30 02:58:33
0,360.23,2019-10-30 03:06:42
0,361.12,2019-10-30 03:14:26
0,362.01,2019-10-30 03:22:09
0,362.86,2019-10-30 03:30:02
0,363.74,2019-10-30 03:37:46
0,364.63,2019-10-30 03:45:41
0,365.56,2019-10-30 03:53:28
0,366.46,2019-10-30 04:01:20
0,367.37,2019-10-30 04:09:05
0,368.3,2019-10-30 04:16:57
0,369.13,2019-10-30 04:24:50
0,369.98,2019-10-30 04:33:04
0,370.87,2019-10-30 04:43:10
0,371.78,2019-10-30 04:50:55
0,372.68,2019-10-30 04:58:42
0,373.56,2019-10-30 05:06:34
0,374.43,2019-10-30 05:14:29
0,375.27,2019-10-30 05:22:18
0,376.09,2019-10-30 05:29:48
0,377.02,2019-10-30 05:37:42
0,377.85,2019-10-30 05:45:26
0,378.72,2019-10-30 05:53:16
0,379.67,2019-10-30 06:01:11
0,380.51,2019-10-30 06:09:07
0,381.38,2019-10-30 06:16:59
0,382.28,2019-10-30 06:24:41
0,383.12,2019-10-30 06:32:37
0,384.04,2019-10-30 06:40:34
0,384.87,2019-10-30 06:48:26
0,385.76,2019-10-30 06:56:07
0,386.63,2019-10-30 07:04:03
0,387.55,2019-10-30 07:11:47
0,388.41,2019-10-30 07:19:38
0,389.3,2019-10-30 07:27:37
0,390.2,2019-10-30 07:35:38
0,391.06,2019-10-30 07:43:24
0,391.91,2019-10-30 07:51:19
0,392.79,2019-10-30 07:59:21
0,393.67,2019-10-30 08:07:10
0,394.56,2019-10-30 08:15:05
0,395.48,2019-10-30 08:23:04
0,396.33,2019-10-30 08:31:04
0,397.19,2019-10-30 08:38:38
0,398.05,2019-10-30 08:46:37
0,398.96,2019-10-30 08:54:31
0,399.87,2019-10-30 09:02:25
0,400.7,2019-10-30 09:10:27
0,401.51,2019-10-30 09:18:13
0,402.41,2019-10-30 09:25:44
0,403.28,2019-10-30 09:32:57
0,404.15,2019-10-30 09:41:05
0,404.99,2019-10-30 09:49:09
0,405.92,2019-10-30 09:56:56
0,406.78,2019-10-30 10:04:51
0,407.69,2019-10-30 10:12:59
0,408.57,2019-10-30 10:20:56
0,409.49,2019-10-30 10:28:38
0,410.4,2019-10-30 10:36:34
0,411.27,2019-10-30 10:44:30
0,412.18,2019-10-30 10:52:29
0,413.06,2019-10-30 11:00:26
0,413.96,2019-10-30 11:07:12
0,414.85,2019-10-30 11:15:25
0,415.68,2019-10-30 11:23:25
0,416.6,2019-10-30 11:31:12
0,417.48,2019-10-30 11:39:21
0,418.33,2019-10-30 11:47:16
0,419.17,2019-10-30 11:55:11
0,420.05,2019-10-30 12:03:26
0,420.94,2019-10-30 12:11:15
0,421.82,2019-10-30 12:19:05
0,422.71,2019-10-30 12:27:03
0,423.6,2019-10-30 12:35:22
0,424.5,2019-10-30 12:43:23
0,425.36,2019-10-30 12:51:05
0,426.21,2019-10-30 12:59:00
0,427.09,2019-10-30 13:07:17
0,427.97,2019-10-30 13:15:09
0,428.77,2019-10-30 13:23:27
0,429.59,2019-10-30 13:31:31
0,430.37,2019-10-30 13:39:43
0,431.17,2019-10-30 13:47:45
0,431.96,2019-10-30 13:55:35
0,432.8,2019-10-30 14:03:49
0,433.62,2019-10-30 14:11:53
0,434.43,2019-10-30 14:19:43
0,435.25,2019-10-30 14:27:52
0,436.1,2019-10-30 14:35:59
0,436.92,2019-10-30 14:43:58
0,437.77,2019-10-30 14:51:55
0,438.58,2019-10-30 14:59:41
0,439.46,2019-10-30 15:07:45
0,440.29,2019-10-30 15:15:35
0,441.13,2019-10-30 15:23:40
0,441.96,2019-10-30 15:31:52
0,442.76,2019-10-30 15:39:39
0,443.63,2019-10-30 15:47:36
0,444.47,2019-10-30 15:55:39
0,445.31,2019-10-30 16:03:46
0,446.16,2019-10-30 16:11:59
0,446.96,2019-10-30 16:19:52
0,447.77,2019-10-30 16:27:46
0,448.65,2019-10-30 16:36:12
0,449.47,2019-10-30 16:44:26
0,450.29,2019-10-30 16:52:41
0,451.11,2019-10-30 17:00:50
0,451.92,2019-10-30 17:08:52
0,452.71,2019-10-30 17:16:46
0,453.49,2019-10-30 17:24:55
0,454.33,2019-10-30 17:33:07
0,455.09,2019-10-30 17:41:04
0,455.9,2019-10-30 17:49:10
0,456.69,2019-10-30 17:57:02
0,457.48,2019-10-30 18:05:03
0,458.31,2019-10-30 18:13:27
0,459.13,2019-10-30 18:21:49
0,460.01,2019-10-30 18:29:56
0,460.87,2019-10-30 18:38:17
0,461.76,2019-10-30 18:46:35
0,462.56,2019-10-30 18:54:37
0,463.42,2019-10-30 19:02:47
0,464.21,2019-10-30 19:10:55
0,465.06,2019-10-30 19:19:00
0,465.91,2019-10-30 19:27:20
0,466.73,2019-10-30 19:35:24
0,467.52,2019-10-30 19:43:28
0,468.36,2019-10-30 19:51:29
0,469.16,2019-10-30 19:59:28
0,470.02,2019-10-30 20:07:40
0,470.78,2019-10-30 20:15:34
0,471.65,2019-10-30 20:23:49
0,472.51,2019-10-30 20:31:41
0,473.41,2019-10-30 20:39:52
0,474.29,2019-10-30 20:48:10
0,475.13,2019-10-30 20:56:22
0,475.97,2019-10-30 21:04:24
0,476.86,2019-10-30 21:12:23
0,477.77,2019-10-30 21:20:42
0,478.62,2019-10-30 21:28:42
0,479.49,2019-10-30 21:36:49
0,480.37,2019-10-30 21:45:07
0,481.28,2019-10-30 21:53:04
0,482.11,2019-10-30 22:01:22
0,483.06,2019-10-30 22:10:00
0,483.94,2019-10-30 22:18:10
0,484.75,2019-10-30 22:26:15
0,485.6,2019-10-30 22:34:18
0,486.43,2019-10-30 22:42:17
0,487.22,2019-10-30 22:50:16
0,488.04,2019-10-30 22:58:15
0,488.89,2019-10-30 23:06:18
0,489.72,2019-10-30 23:14:34
0,490.54,2019-10-30 23:22:46
0,491.33,2019-10-30 23:30:43
0,492.15,2019-10-30 23:38:33
0,492.94,2019-10-30 23:46:43
0,493.8,2019-10-30 23:54:58
0,494.63,2019-10-31 00:03:18
0,495.46,2019-10-31 00:11:23
0,496.33,2019-10-31 00:19:35
0,497.17,2019-10-31 00:27:34
0,498.01,2019-10-31 00:35:51
0,498.84,2019-10-31 00:44:02
0,499.66,2019-10-31 00:52:22
0,500.52,2019-10-31 01:00:57
0,501.43,2019-10-31 01:09:18
0,502.32,2019-10-31 01:18:00
0,503.25,2019-10-31 01:27:08
0,504.21,2019-10-31 01:35:32
0,505.15,2019-10-31 01:44:33
0,506.05,2019-10-31 01:52:49
0,506.98,2019-10-31 02:01:15
0,507.85,2019-10-31 02:09:33
0,508.7,2019-10-31 02:18:06
0,509.56,2019-10-31 02:26:23
0,510.44,2019-10-31 02:35:03
0,511.31,2019-10-31 02:43:23
0,512.14,2019-10-31 02:51:36
0,513.0,2019-10-31 02:59:47
0,513.82,2019-10-31 03:07:49
0,514.61,2019-10-31 03:16:03
0,515.44,2019-10-31 03:24:23
0,516.26,2019-10-31 03:32:31
0,517.06,2019-10-31 03:40:37
0,517.92,2019-10-31 03:48:43
0,518.73,2019-10-31 03:56:37
0,519.58,2019-10-31 04:04:49
0,520.44,2019-10-31 04:13:16
0,521.35,2019-10-31 04:21:58
0,522.23,2019-10-31 04:30:08
0,523.08,2019-10-31 04:38:08
0,523.89,2019-10-31 04:46:08
0,524.74,2019-10-31 04:54:24
0,525.63,2019-10-31 05:02:55
0,526.49,2019-10-31 05:11:26
0,527.37,2019-10-31 05:19:30
0,528.3,2019-10-31 05:28:04
0,529.14,2019-10-31 05:35:55
0,530.08,2019-10-31 05:45:04
0,531.03,2019-10-31 05:53:34
0,531.95,2019-10-31 06:02:18
0,532.83,2019-10-31 06:10:55
0,533.66,2019-10-31 06:19:28
0,534.59,2019-10-31 06:29:03
0,535.52,2019-10-31 06:38:26
0,536.36,2019-10-31 06:46:24
0,537.21,2019-10-31 06:54:45
0,538.04,2019-10-31 07:03:02
0,538.87,2019-10-31 07:11:04
0,539.71,2019-10-31 07:19:12
0,540.54,2019-10-31 07:27:49
0,541.39,2019-10-31 07:36:32
0,542.26,2019-10-31 07:45:37
0,543.08,2019-10-31 07:53:51
0,543.94,2019-10-31 08:03:49
0,544.77,2019-10-31 08:12:19
0,545.67,2019-10-31 08:21:49
0,546.51,2019-10-31 08:30:08
0,547.41,2019-10-31 08:39:54
0,548.23,2019-10-31 08:47:55
0,549.07,2019-10-31 08:56:26
0,549.93,2019-10-31 09:04:46
0,550.73,2019-10-31 09:13:02
0,551.53,2019-10-31 09:21:10
0,552.42,2019-10-31 09:30:05
0,553.31,2019-10-31 09:39:55
0,554.21,2019-10-31 09:49:26
0,555.09,2019-10-31 09:57:49
0,555.94,2019-10-31 10:06:04
0,556.83,2019-10-31 10:15:07
0,557.69,2019-10-31 10:23:20
0,558.58,2019-10-31 10:31:55
0,559.46,2019-10-31 10:40:05
0,560.39,2019-10-31 10:49:26
0,561.27,2019-10-31 10:57:30
0,562.24,2019-10-31 11:06:59
0,563.15,2019-10-31 11:15:41
0,564.04,2019-10-31 11:24:57
0,564.98,2019-10-31 11:34:34
0,565.86,2019-10-31 11:43:00
0,566.81,2019-10-31 11:52:47
0,567.71,2019-10-31 12:01:58
0,568.63,2019-10-31 12:11:50
0,569.56,2019-10-31 12:20:45
0,570.42,2019-10-31 12:30:06
0,571.33,2019-10-31 12:39:17
0,572.24,2019-10-31 12:48:40
0,573.14,2019-10-31 12:58:09
0,574.08,2019-10-31 13:08:25
0,575.01,2019-10-31 13:17:28
0,575.93,2019-10-31 13:26:30
0,576.83,2019-10-31 13:36:14
0,577.69,2019-10-31 13:44:43
0,578.58,2019-10-31 13:53:39
0,579.45,2019-10-31 14:03:05
0,580.25,2019-10-31 14:11:07
0,581.17,2019-10-31 14:20:46
0,582.11,2019-10-31 14:30:27
0,583.01,2019-10-31 14:40:00
0,583.93,2019-10-31 14:49:06
0,584.81,2019-10-31 14:57:29
0,585.78,2019-10-31 15:07:21
0,586.61,2019-10-31 15:16:06
0,587.5,2019-10-31 15:25:37
0,588.38,2019-10-31 15:34:00
0,589.26,2019-10-31 15:43:46
0,590.19,2019-10-31 15:53:25
0,591.16,2019-10-31 16:03:53
0,592.13,2019-10-31 16:14:56
0,592.99,2019-10-31 16:23:42
0,593.93,2019-10-31 16:34:01
0,594.82,2019-10-31 16:42:32
0,595.73,2019-10-31 16:52:08
0,596.6,2019-10-31 17:01:40
0,597.47,2019-10-31 17:11:03
0,598.32,2019-10-31 17:19:58
0,599.23,2019-10-31 17:29:33
0,600.12,2019-10-31 17:39:05
0,601.05,2019-10-31 17:49:43
0,601.98,2019-10-31 17:59:32
0,602.93,2019-10-31 18:10:06
0,603.86,2019-10-31 18:19:40
0,604.81,2019-10-31 18:30:09
0,605.73,2019-10-31 18:39:55
0,606.59,2019-10-31 18:48:46
0,607.48,2019-10-31 18:58:37
0,608.42,2019-10-31 19:09:09
0,609.3,2019-10-31 19:19:22
0,610.24,2019-10-31 19:30:11
0,611.17,2019-10-31 19:40:44
0,612.17,2019-10-31 19:51:39
0,613.04,2019-10-31 20:01:00
0,613.97,2019-10-31 20:11:41
0,614.83,2019-10-31 20:21:38
0,615.68,2019-10-31 20:30:40
0,616.52,2019-10-31 20:40:22
0,617.39,2019-10-31 20:49:55
0,618.22,2019-10-31 20:59:22
0,619.08,2019-10-31 21:08:45
0,619.93,2019-10-31 21:17:32
0,620.78,2019-10-31 21:26:53
0,621.61,2019-10-31 21:35:44
0,622.48,2019-10-31 21:45:04
0,623.37,2019-10-31 21:54:24
0,624.24,2019-10-31 22:03:49
0,625.12,2019-10-31 22:13:24
0,625.99,2019-10-31 22:22:49
0,626.84,2019-10-31 22:31:45
0,627.77,2019-10-31 22:41:56
0,628.63,2019-10-31 22:51:25
0,629.51,2019-10-31 23:01:25
0,630.41,2019-10-31 23:12:02
0,631.31,2019-10-31 23:21:56
