ctrl,compl_time,log_time
0,632.21,2019-10-31 23:31:46
0,633.12,2019-10-31 23:42:33
0,633.99,2019-10-31 23:52:40
0,634.89,2019-11-01 00:03:11
0,635.77,2019-11-01 00:14:00
0,636.61,2019-11-01 00:24:13
0,637.48,2019-11-01 00:33:52
0,638.36,2019-11-01 00:43:22
0,639.25,2019-11-01 00:53:31
0,640.16,2019-11-01 01:03:46
0,641.01,2019-11-01 01:13:22
0,641.95,2019-11-01 01:23:02
0,642.77,2019-11-01 01:31:47
0,643.64,2019-11-01 01:41:20
0,644.6,2019-11-01 01:51:37
0,645.53,2019-11-01 02:01:47
0,646.43,2019-11-01 02:11:37
0,647.34,2019-11-01 02:21:19
0,648.25,2019-11-01 02:31:29
0,649.1,2019-11-01 02:40:44
0,649.99,2019-11-01 02:50:47
0,650.9,2019-11-01 03:01:02
0,651.82,2019-11-01 03:11:11
0,652.7,2019-11-01 03:21:35
0,653.56,2019-11-01 03:31:02
0,654.43,2019-11-01 03:40:51
0,655.3,2019-11-01 03:50:52
0,656.17,2019-11-01 04:00:29
0,657.01,2019-11-01 04:10:13
0,657.86,2019-11-01 04:19:50
0,658.73,2019-11-01 04:29:08
0,659.63,2019-11-01 04:39:23
0,660.44,2019-11-01 04:48:10
0,661.35,2019-11-01 04:58:43
0,662.24,2019-11-01 05:08:47
0,663.15,2019-11-01 05:18:57
0,663.99,2019-11-01 05:28:40
0,664.87,2019-11-01 05:38:28
0,665.75,2019-11-01 05:48:25
0,666.62,2019-11-01 05:58:20
0,667.5,2019-11-01 06:07:57
0,668.4,2019-11-01 06:18:38
0,669.32,2019-11-01 06:29:06
0,670.17,2019-11-01 06:38:51
0,671.04,2019-11-01 06:48:25
0,671.99,2019-11-01 06:58:59
0,672.86,2019-11-01 07:09:19
0,673.78,2019-11-01 07:19:32
0,674.63,2019-11-01 07:29:37
0,675.49,2019-11-01 07:39:25
0,676.41,2019-11-01 07:49:35
0,677.27,2019-11-01 08:00:09
0,678.15,2019-11-01 08:10:12
0,679.07,2019-11-01 08:20:09
0,679.96,2019-11-01 08:29:40
0,680.87,2019-11-01 08:40:07
0,681.79,2019-11-01 08:50:07
0,682.67,2019-11-01 08:59:57
0,683.61,2019-11-01 09:11:14
0,684.43,2019-11-01 09:21:08
0,685.29,2019-11-01 09:30:33
0,686.2,2019-11-01 09:40:32
0,687.04,2019-11-01 09:50:18
0,687.93,2019-11-01 10:01:05
0,688.83,2019-11-01 10:11:23
0,689.71,2019-11-01 10:21:55
0,690.58,2019-11-01 10:31:53
0,691.45,2019-11-01 10:42:06
0,692.33,2019-11-01 10:52:10
0,693.2,2019-11-01 11:01:46
0,694.07,2019-11-01 11:11:41
0,694.91,2019-11-01 11:21:12
0,695.76,2019-11-01 11:31:11
0,696.68,2019-11-01 11:46:12
0,697.55,2019-11-01 11:57:36
0,698.41,2019-11-01 12:22:21
0,699.28,2019-11-01 12:35:36
0,700.18,2019-11-01 12:59:24
0,701.02,2019-11-01 13:19:45
0,701.9,2019-11-01 13:48:18
0,702.77,2019-11-01 14:00:23
0,703.63,2019-11-01 14:11:06
0,704.49,2019-11-01 14:20:57
0,705.34,2019-11-01 14:31:12
0,706.23,2019-11-01 14:41:21
0,707.12,2019-11-01 14:51:35
0,707.99,2019-11-01 15:00:53
0,708.86,2019-11-01 15:13:20
0,709.79,2019-11-01 15:23:52
0,710.69,2019-11-01 15:34:23
0,711.62,2019-11-01 15:45:45
0,712.48,2019-11-01 15:57:48
0,713.42,2019-11-01 16:08:45
0,714.29,2019-11-01 16:18:43
0,715.23,2019-11-01 16:29:04
0,716.12,2019-11-01 16:38:56
0,716.98,2019-11-01 16:48:35
0,717.88,2019-11-01 16:59:13
0,718.76,2019-11-01 17:08:54
0,719.7,2019-11-01 17:19:50
0,720.6,2019-11-01 17:32:16
0,721.45,2019-11-01 17:40:06
0,722.35,2019-11-01 17:48:35
0,723.31,2019-11-01 17:57:45
0,724.23,2019-11-01 18:06:13
0,725.16,2019-11-01 18:14:40
0,726.09,2019-11-01 18:23:28
0,727.0,2019-11-01 18:31:06
0,727.93,2019-11-01 18:39:22
0,728.83,2019-11-01 18:47:52
0,729.8,2019-11-01 18:56:39
0,730.7,2019-11-01 19:05:14
0,731.6,2019-11-01 19:13:33
0,732.51,2019-11-01 19:21:57
0,733.43,2019-11-01 19:30:42
0,734.28,2019-11-01 19:39:00
0,735.11,2019-11-01 19:46:42
0,736.03,2019-11-01 19:55:16
0,736.93,2019-11-01 20:03:47
0,737.84,2019-11-01 20:12:23
0,738.77,2019-11-01 20:21:18
0,739.71,2019-11-01 20:30:04
0,740.62,2019-11-01 20:38:33
0,741.5,2019-11-01 20:46:35
0,742.42,2019-11-01 20:55:22
0,743.35,2019-11-01 21:03:44
0,744.28,2019-11-01 21:12:12
0,745.27,2019-11-01 21:21:26
0,746.15,2019-11-01 21:28:50
0,747.06,2019-11-01 21:37:22
0,748.01,2019-11-01 21:46:11
0,748.92,2019-11-01 21:54:40
0,749.8,2019-11-01 22:02:56
0,750.75,2019-11-01 22:11:55
0,751.61,2019-11-01 22:19:34
0,752.51,2019-11-01 22:27:46
0,753.42,2019-11-01 22:36:05
0,754.3,2019-11-01 22:44:11
0,755.18,2019-11-01 22:52:25
0,756.07,2019-11-01 23:00:59
0,756.96,2019-11-01 23:09:16
0,757.86,2019-11-01 23:18:07
0,758.72,2019-11-01 23:25:58
0,759.63,2019-11-01 23:34:00
0,760.5,2019-11-01 23:42:01
0,761.43,2019-11-01 23:50:47
0,762.38,2019-11-02 00:00:01
0,763.3,2019-11-02 00:08:43
0,764.18,2019-11-02 00:17:14
0,765.13,2019-11-02 00:25:36
0,766.06,2019-11-02 00:34:21
0,767.01,2019-11-02 00:43:22
0,767.89,2019-11-02 00:51:50
0,768.75,2019-11-02 01:01:08
0,769.65,2019-11-02 01:09:25
0,770.53,2019-11-02 01:17:28
0,771.38,2019-11-02 01:25:45
0,772.22,2019-11-02 01:33:37
0,773.13,2019-11-02 01:42:05
0,773.99,2019-11-02 01:50:06
0,774.87,2019-11-02 01:58:30
0,775.77,2019-11-02 02:06:44
0,776.69,2019-11-02 02:15:21
0,777.56,2019-11-02 02:23:40
0,778.44,2019-11-02 02:31:46
0,779.29,2019-11-02 02:40:12
0,780.11,2019-11-02 02:47:47
0,781.01,2019-11-02 02:56:27
0,781.9,2019-11-02 03:05:19
0,782.78,2019-11-02 03:13:29
0,783.71,2019-11-02 03:21:47
0,784.68,2019-11-02 03:31:02
0,785.58,2019-11-02 03:39:56
0,786.45,2019-11-02 03:47:55
0,787.34,2019-11-02 03:56:25
0,788.24,2019-11-02 04:05:08
0,789.19,2019-11-02 04:13:49
0,790.2,2019-11-02 04:22:52
0,791.11,2019-11-02 04:31:31
0,792.03,2019-11-02 04:40:17
0,792.93,2019-11-02 04:48:45
0,793.84,2019-11-02 04:57:21
0,794.77,2019-11-02 05:05:54
0,795.69,2019-11-02 05:14:40
0,796.61,2019-11-02 05:23:07
0,797.5,2019-11-02 05:31:46
0,798.43,2019-11-02 05:40:32
0,799.33,2019-11-02 05:49:10
0,800.19,2019-11-02 05:57:23
0,801.08,2019-11-02 06:05:47
0,801.94,2019-11-02 06:14:03
0,802.81,2019-11-02 06:22:23
0,803.75,2019-11-02 06:31:13
0,804.6,2019-11-02 06:39:25
0,805.53,2019-11-02 06:47:26
0,806.45,2019-11-02 06:56:01
0,807.3,2019-11-02 07:04:25
0,808.14,2019-11-02 07:12:22
0,809.03,2019-11-02 07:20:52
0,809.91,2019-11-02 07:29:24
0,810.78,2019-11-02 07:38:11
0,811.67,2019-11-02 07:46:33
0,812.55,2019-11-02 07:54:44
0,813.43,2019-11-02 08:02:49
0,814.34,2019-11-02 08:10:54
0,815.27,2019-11-02 08:19:28
0,816.19,2019-11-02 08:28:34
0,817.05,2019-11-02 08:36:23
0,817.96,2019-11-02 08:45:08
0,818.88,2019-11-02 08:54:18
0,819.8,2019-11-02 09:02:47
0,820.74,2019-11-02 09:11:20
0,821.66,2019-11-02 09:20:03
0,822.56,2019-11-02 09:28:33
0,823.44,2019-11-02 09:36:56
0,824.38,2019-11-02 09:46:14
0,825.21,2019-11-02 09:54:11
0,826.12,2019-11-02 10:02:33
0,827.03,2019-11-02 10:11:33
0,827.97,2019-11-02 10:20:14
0,828.87,2019-11-02 10:28:48
0,829.73,2019-11-02 10:37:11
0,830.6,2019-11-02 10:45:29
0,831.49,2019-11-02 10:53:33
0,832.36,2019-11-02 11:01:51
0,833.24,2019-11-02 11:10:01
0,834.1,2019-11-02 11:17:53
0,834.97,2019-11-02 11:26:11
0,835.87,2019-11-02 11:34:26
0,836.73,2019-11-02 11:41:56
0,837.61,2019-11-02 11:50:04
0,838.46,2019-11-02 11:58:25
0,839.34,2019-11-02 12:06:37
0,840.23,2019-11-02 12:15:23
0,841.1,2019-11-02 12:23:32
0,842.04,2019-11-02 12:31:34
0,842.95,2019-11-02 12:40:01
0,843.83,2019-11-02 12:48:19
0,844.76,2019-11-02 12:57:01
0,845.66,2019-11-02 13:05:48
0,846.57,2019-11-02 13:14:18
0,847.46,2019-11-02 13:22:38
0,848.34,2019-11-02 13:31:15
0,849.26,2019-11-02 13:40:17
0,850.17,2019-11-02 13:48:54
0,851.06,2019-11-02 13:57:34
0,851.97,2019-11-02 14:06:00
0,852.89,2019-11-02 14:14:34
0,853.8,2019-11-02 14:23:13
0,854.74,2019-11-02 14:31:58
0,855.68,2019-11-02 14:40:21
0,856.58,2019-11-02 14:48:45
0,857.45,2019-11-02 14:57:32
0,858.35,2019-11-02 15:06:06
0,859.25,2019-11-02 15:14:52
0,860.15,2019-11-02 15:23:39
0,861.06,2019-11-02 15:32:05
0,861.95,2019-11-02 15:40:37
0,862.81,2019-11-02 15:49:15
0,863.7,2019-11-02 15:57:58
0,864.65,2019-11-02 16:06:50
0,865.54,2019-11-02 16:15:08
0,866.44,2019-11-02 16:24:14
0,867.4,2019-11-02 16:33:38
0,868.37,2019-11-02 16:42:18
0,869.35,2019-11-02 16:51:21
0,870.28,2019-11-02 17:00:08
0,871.17,2019-11-02 17:08:23
0,872.09,2019-11-02 17:16:46
0,873.03,2019-11-02 17:25:17
0,873.94,2019-11-02 17:35:19
0,874.89,2019-11-02 17:44:25
0,875.82,2019-11-02 17:53:43
0,876.77,2019-11-02 18:02:59
0,877.7,2019-11-02 18:11:25
0,878.58,2019-11-02 18:20:05
0,879.53,2019-11-02 18:29:22
0,880.4,2019-11-02 18:37:44
0,881.28,2019-11-02 18:46:18
0,882.15,2019-11-02 18:54:48
0,883.01,2019-11-02 19:03:11
0,883.84,2019-11-02 19:11:12
0,884.74,2019-11-02 19:19:43
0,885.65,2019-11-02 19:28:45
0,886.5,2019-11-02 19:36:51
0,887.44,2019-11-02 19:45:48
0,888.36,2019-11-02 19:54:28
0,889.25,2019-11-02 20:02:42
0,890.16,2019-11-02 20:11:22
0,891.06,2019-11-02 20:19:49
0,892.0,2019-11-02 20:28:25
0,892.95,2019-11-02 20:37:00
0,893.8,2019-11-02 20:45:14
0,894.71,2019-11-02 20:53:49
0,895.64,2019-11-02 21:02:33
0,896.62,2019-11-02 21:12:13
0,897.56,2019-11-02 21:21:11
0,898.43,2019-11-02 21:29:43
0,899.38,2019-11-02 21:39:05
0,900.28,2019-11-02 21:48:10
0,901.16,2019-11-02 21:56:32
0,902.09,2019-11-02 22:05:15
0,902.98,2019-11-02 22:14:02
0,903.87,2019-11-02 22:22:24
0,904.75,2019-11-02 22:31:03
0,905.64,2019-11-02 22:39:45
0,906.51,2019-11-02 22:48:10
0,907.36,2019-11-02 22:56:17
0,908.27,2019-11-02 23:04:47
0,909.17,2019-11-02 23:13:19
0,910.06,2019-11-02 23:22:05
0,910.97,2019-11-02 23:30:57
0,911.82,2019-11-02 23:39:26
0,912.72,2019-11-02 23:47:56
0,913.66,2019-11-02 23:56:26
0,914.55,2019-11-03 00:04:45
0,915.44,2019-11-03 00:13:18
0,916.33,2019-11-03 00:21:31
0,917.2,2019-11-03 00:29:47
0,918.1,2019-11-03 00:38:27
0,919.01,2019-11-03 00:46:54
0,919.93,2019-11-03 00:55:34
0,920.81,2019-11-03 01:04:09
0,921.66,2019-11-03 01:12:17
0,922.62,2019-11-03 01:20:45
0,923.53,2019-11-03 01:30:02
0,924.46,2019-11-03 01:38:55
0,925.43,2019-11-03 01:48:49
0,926.34,2019-11-03 01:58:00
0,927.22,2019-11-03 02:06:24
0,928.13,2019-11-03 02:15:17
0,929.05,2019-11-03 02:24:07
0,929.9,2019-11-03 02:32:39
0,930.77,2019-11-03 02:41:38
0,931.66,2019-11-03 02:50:35
0,932.51,2019-11-03 02:58:52
0,933.43,2019-11-03 03:07:04
0,934.27,2019-11-03 03:15:38
0,935.18,2019-11-03 03:24:21
0,936.11,2019-11-03 03:32:51
0,936.99,2019-11-03 03:41:29
0,937.91,2019-11-03 03:50:33
0,938.83,2019-11-03 03:59:04
0,939.74,2019-11-03 04:07:42
0,940.67,2019-11-03 04:16:10
0,941.59,2019-11-03 04:25:30
0,942.49,2019-11-03 04:34:29
0,943.41,2019-11-03 04:43:19
0,944.33,2019-11-03 04:52:11
0,945.3,2019-11-03 05:01:57
0,946.21,2019-11-03 05:10:33
0,947.23,2019-11-03 05:20:16
0,948.13,2019-11-03 05:28:55
0,948.98,2019-11-03 05:37:06
0,949.91,2019-11-03 05:46:01
0,950.86,2019-11-03 05:54:40
0,951.79,2019-11-03 06:03:28
0,952.69,2019-11-03 06:12:14
0,953.65,2019-11-03 06:20:51
0,954.62,2019-11-03 06:29:52
0,955.51,2019-11-03 06:38:15
0,956.47,2019-11-03 06:47:12
0,957.41,2019-11-03 06:56:18
0,958.37,2019-11-03 07:04:39
0,959.31,2019-11-03 07:13:21
0,960.19,2019-11-03 07:22:16
0,961.15,2019-11-03 07:31:05
0,962.08,2019-11-03 07:39:37
0,962.97,2019-11-03 07:49:15
0,963.97,2019-11-03 07:58:37
0,964.93,2019-11-03 08:07:26
0,965.87,2019-11-03 08:16:18
0,966.76,2019-11-03 08:25:00
0,967.69,2019-11-03 08:33:43
0,968.65,2019-11-03 08:42:40
0,969.53,2019-11-03 08:51:15
0,970.45,2019-11-03 08:59:57
0,971.39,2019-11-03 09:09:01
0,972.3,2019-11-03 09:17:42
0,973.23,2019-11-03 09:26:23
0,974.13,2019-11-03 09:35:08
0,974.99,2019-11-03 09:43:32
0,975.92,2019-11-03 09:51:52
0,976.77,2019-11-03 10:00:13
0,977.65,2019-11-03 10:08:38
0,978.55,2019-11-03 10:17:07
0,979.46,2019-11-03 10:26:18
0,980.41,2019-11-03 10:35:35
0,981.36,2019-11-03 10:45:01
0,982.29,2019-11-03 10:54:49
0,983.26,2019-11-03 11:04:37
0,984.2,2019-11-03 11:13:47
0,985.09,2019-11-03 11:22:17
0,986.0,2019-11-03 11:33:01
0,986.88,2019-11-03 11:41:29
0,987.78,2019-11-03 11:50:04
0,988.66,2019-11-03 11:58:36
0,989.54,2019-11-03 12:07:07
0,990.41,2019-11-03 12:15:38
0,991.3,2019-11-03 12:24:09
0,992.2,2019-11-03 12:32:33
0,993.13,2019-11-03 12:41:12
0,994.03,2019-11-03 12:49:52
0,994.92,2019-11-03 12:58:11
0,995.8,2019-11-03 13:06:33
0,996.72,2019-11-03 13:15:24
0,997.55,2019-11-03 13:23:02
0,998.41,2019-11-03 13:31:24
0,999.3,2019-11-03 13:39:50
0,1000.19,2019-11-03 13:48:17
0,1001.09,2019-11-03 13:56:47
0,1001.98,2019-11-03 14:05:37
0,1002.87,2019-11-03 14:14:14
0,1003.8,2019-11-03 14:23:25
0,1004.69,2019-11-03 14:31:56
0,1005.6,2019-11-03 14:40:25
0,1006.51,2019-11-03 14:49:12
0,1007.43,2019-11-03 14:57:53
0,1008.28,2019-11-03 15:06:21
0,1009.23,2019-11-03 15:15:32
0,1010.18,2019-11-03 15:24:51
0,1011.13,2019-11-03 15:33:35
0,1012.09,2019-11-03 15:42:55
0,1013.04,2019-11-03 15:51:58
0,1014.03,2019-11-03 16:01:12
0,1014.98,2019-11-03 16:10:56
0,1015.94,2019-11-03 16:20:25
0,1016.81,2019-11-03 16:29:00
0,1017.67,2019-11-03 16:37:24
0,1018.53,2019-11-03 16:45:47
0,1019.42,2019-11-03 16:54:13
0,1020.33,2019-11-03 17:03:18
0,1021.25,2019-11-03 17:11:42
0,1022.15,2019-11-03 17:20:10
0,1023.0,2019-11-03 17:28:26
0,1023.92,2019-11-03 17:37:25
0,1024.83,2019-11-03 17:46:00
0,1025.77,2019-11-03 17:54:59
0,1026.69,2019-11-03 18:03:52
0,1027.62,2019-11-03 18:12:51
0,1028.52,2019-11-03 18:21:21
0,1029.45,2019-11-03 18:30:04
0,1030.37,2019-11-03 18:38:53
0,1031.24,2019-11-03 18:46:55
0,1032.16,2019-11-03 18:55:40
0,1033.09,2019-11-03 19:04:14
0,1033.99,2019-11-03 19:12:42
0,1034.9,2019-11-03 19:21:43
0,1035.82,2019-11-03 19:30:31
0,1036.78,2019-11-03 19:39:34
0,1037.73,2019-11-03 19:48:49
0,1038.66,2019-11-03 19:57:25
0,1039.58,2019-11-03 20:06:39
0,1040.49,2019-11-03 20:15:25
0,1041.42,2019-11-03 20:24:19
0,1042.38,2019-11-03 20:33:22
0,1043.33,2019-11-03 20:42:56
0,1044.31,2019-11-03 20:52:47
0,1045.3,2019-11-03 21:02:16
0,1046.23,2019-11-03 21:11:20
0,1047.13,2019-11-03 21:20:07
0,1048.04,2019-11-03 21:29:45
0,1048.97,2019-11-03 21:38:29
0,1049.85,2019-11-03 21:46:58
0,1050.75,2019-11-03 21:56:20
0,1051.69,2019-11-03 22:05:38
0,1052.67,2019-11-03 22:15:16
0,1053.63,2019-11-03 22:24:38
0,1054.57,2019-11-03 22:33:47
0,1055.49,2019-11-03 22:42:21
0,1056.36,2019-11-03 22:51:12
0,1057.22,2019-11-03 22:59:40
0,1058.12,2019-11-03 23:08:35
0,1059.01,2019-11-03 23:18:14
0,1059.95,2019-11-03 23:27:18
0,1060.83,2019-11-03 23:35:27
0,1061.77,2019-11-03 23:43:57
0,1062.7,2019-11-03 23:52:46
0,1063.63,2019-11-04 00:01:14
0,1064.57,2019-11-04 00:10:08
0,1065.46,2019-11-04 00:18:29
0,1066.33,2019-11-04 00:27:00
0,1067.2,2019-11-04 00:35:24
0,1068.06,2019-11-04 00:43:44
0,1068.96,2019-11-04 00:52:19
0,1069.88,2019-11-04 01:01:31
0,1070.82,2019-11-04 01:10:39
0,1071.74,2019-11-04 01:19:45
0,1072.68,2019-11-04 01:29:09
0,1073.57,2019-11-04 01:38:03
0,1074.47,2019-11-04 01:46:53
0,1075.37,2019-11-04 01:55:41
0,1076.29,2019-11-04 02:05:01
0,1077.24,2019-11-04 02:13:42
0,1078.17,2019-11-04 02:23:16
0,1079.1,2019-11-04 02:32:16
0,1080.04,2019-11-04 02:42:03
0,1080.96,2019-11-04 02:51:27
0,1081.92,2019-11-04 03:01:02
0,1082.86,2019-11-04 03:10:13
0,1083.78,2019-11-04 03:19:25
0,1084.75,2019-11-04 03:29:32
0,1085.63,2019-11-04 03:38:09
0,1086.54,2019-11-04 03:46:49
0,1087.46,2019-11-04 03:55:17
0,1088.38,2019-11-04 04:04:25
0,1089.31,2019-11-04 04:13:04
0,1090.15,2019-11-04 04:21:06
0,1091.07,2019-11-04 04:29:51
0,1091.97,2019-11-04 04:39:05
0,1092.84,2019-11-04 04:47:51
0,1093.77,2019-11-04 04:56:57
0,1094.63,2019-11-04 05:05:24
0,1095.52,2019-11-04 05:14:21
0,1096.39,2019-11-04 05:22:44
0,1097.36,2019-11-04 05:32:39
0,1098.37,2019-11-04 05:43:12
0,1099.23,2019-11-04 05:51:58
0,1100.18,2019-11-04 06:01:33
0,1101.14,2019-11-04 06:11:12
0,1102.07,2019-11-04 06:20:23
0,1102.98,2019-11-04 06:29:55
0,1103.96,2019-11-04 06:40:06
0,1104.85,2019-11-04 06:49:10
0,1105.83,2019-11-04 06:58:31
0,1106.8,2019-11-04 07:08:34
0,1107.72,2019-11-04 07:17:25
0,1108.64,2019-11-04 07:26:20
0,1109.52,2019-11-04 07:34:54
0,1110.46,2019-11-04 07:44:43
0,1111.36,2019-11-04 07:53:25
0,1112.27,2019-11-04 08:02:15
0,1113.18,2019-11-04 08:11:04
0,1114.04,2019-11-04 08:19:29
0,1114.93,2019-11-04 08:28:36
0,1115.77,2019-11-04 08:37:06
0,1116.66,2019-11-04 08:46:27
0,1117.55,2019-11-04 08:55:18
0,1118.46,2019-11-04 09:04:21
0,1119.33,2019-11-04 09:12:53
0,1120.23,2019-11-04 09:21:23
0,1121.14,2019-11-04 09:30:19
0,1122.09,2019-11-04 09:39:08
0,1123.06,2019-11-04 09:48:32
0,1123.97,2019-11-04 09:57:12
0,1124.86,2019-11-04 10:06:06
0,1125.8,2019-11-04 10:15:20
0,1126.63,2019-11-04 10:23:45
0,1127.57,2019-11-04 10:33:09
0,1128.51,2019-11-04 10:42:31
0,1129.35,2019-11-04 10:51:02
0,1130.23,2019-11-04 10:59:39
0,1131.22,2019-11-04 11:09:52
0,1132.14,2019-11-04 11:18:38
0,1133.08,2019-11-04 11:28:00
0,1134.03,2019-11-04 11:36:43
0,1134.99,2019-11-04 11:45:49
0,1135.88,2019-11-04 11:54:39
0,1136.76,2019-11-04 12:03:12
0,1137.7,2019-11-04 12:12:16
0,1138.62,2019-11-04 12:21:28
0,1139.57,2019-11-04 12:30:55
0,1140.45,2019-11-04 12:39:34
0,1141.4,2019-11-04 12:48:50
0,1142.29,2019-11-04 12:57:34
0,1143.19,2019-11-04 13:06:13
0,1144.1,2019-11-04 13:16:55
0,1145.01,2019-11-04 13:25:22
0,1145.92,2019-11-04 13:34:09
0,1146.82,2019-11-04 13:42:52
0,1147.7,2019-11-04 13:51:45
0,1148.64,2019-11-04 14:00:36
0,1149.63,2019-11-04 14:10:33
0,1150.55,2019-11-04 14:19:41
0,1151.52,2019-11-04 14:29:24
0,1152.46,2019-11-04 14:38:01
0,1153.42,2019-11-04 14:47:24
0,1154.36,2019-11-04 14:56:53
0,1155.29,2019-11-04 15:05:51
0,1156.31,2019-11-04 15:15:44
0,1157.22,2019-11-04 15:24:38
0,1158.18,2019-11-04 15:34:01
0,1159.09,2019-11-04 15:43:34
0,1159.97,2019-11-04 15:52:24
0,1160.86,2019-11-04 16:01:21
0,1161.74,2019-11-04 16:10:34
0,1162.6,2019-11-04 16:19:02
0,1163.49,2019-11-04 16:27:52
0,1164.39,2019-11-04 16:36:17
0,1165.34,2019-11-04 16:45:39
0,1166.29,2019-11-04 16:54:33
0,1167.26,2019-11-04 17:04:09
0,1168.24,2019-11-04 17:13:56
0,1169.2,2019-11-04 17:23:42
0,1170.13,2019-11-04 17:33:16
0,1170.99,2019-11-04 17:41:51
0,1171.9,2019-11-04 17:50:47
0,1172.83,2019-11-04 17:59:20
0,1173.73,2019-11-04 18:08:11
0,1174.61,2019-11-04 18:16:56
0,1175.53,2019-11-04 18:25:25
0,1176.46,2019-11-04 18:34:18
0,1177.35,2019-11-04 18:42:47
0,1178.27,2019-11-04 18:52:05
0,1179.19,2019-11-04 19:01:35
0,1180.15,2019-11-04 19:11:04
0,1181.08,2019-11-04 19:19:46
0,1182.0,2019-11-04 19:28:31
0,1182.89,2019-11-04 19:36:57
0,1183.83,2019-11-04 19:46:04
0,1184.71,2019-11-04 19:54:31
0,1185.59,2019-11-04 20:02:55
0,1186.49,2019-11-04 20:11:37
0,1187.44,2019-11-04 20:20:45
0,1188.32,2019-11-04 20:29:20
0,1189.28,2019-11-04 20:38:28
0,1190.16,2019-11-04 20:46:59
0,1191.07,2019-11-04 20:55:55
0,1192.02,2019-11-04 21:05:31
0,1192.88,2019-11-04 21:14:23
0,1193.88,2019-11-04 21:23:56
0,1194.82,2019-11-04 21:33:25
0,1195.77,2019-11-04 21:43:05
0,1196.71,2019-11-04 21:52:12
0,1197.64,2019-11-04 22:01:51
0,1198.57,2019-11-04 22:10:53
0,1199.45,2019-11-04 22:19:51
0,1200.01,2019-11-04 22:35:42
